source,url,name,price,change_pct,datetime_str
it.investing.com,https://it.investing.com/etfs/lyxor-msci-world-info-tech-tr?cid=47228,Amundi MSCI World Information Technology UCITS ETF EUR Acc (LTNOW),"996,66","+12,53",
it.investing.com,https://it.investing.com/etfs/xtrackers-ai-and-big-data-ucits?cid=1178262,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C (XAIX),"158,72","+1,56",
